Project Name,Project Version,Project Author,Project License,Library Name,Library Version,Library Type,Library Author,Library License
mongoose,8.18.1,Guillermo Rauch,MIT,fast-deep-equal,3.1.3,library,Evgeny Poberezkin,MIT
mongoose,8.18.1,Guillermo Rauch,MIT,fast-uri,3.1.0,library,Vincent Le Goff,BSD-3-Clause
mongoose,8.18.1,Guillermo Rauch,MIT,json-schema-traverse,1.0.0,library,Evgeny Poberezkin,MIT
mongoose,8.18.1,Guillermo Rauch,MIT,require-from-string,2.0.2,library,Vsevolod Strukchinsky,MIT
mongoose,8.18.1,Guillermo Rauch,MIT,es6-object-assign,1.1.0,library,Rubén Norte,MIT
mongoose,8.18.1,Guillermo Rauch,MIT,is-nan,1.3.2,library,Jordan Harband,MIT
mongoose,8.18.1,Guillermo Rauch,MIT,object-is,1.1.6,library,Jordan Harband,MIT
mongoose,8.18.1,Guillermo Rauch,MIT,util,0.12.5,library,Joyent,MIT
mongoose,8.18.1,Guillermo Rauch,MIT,find-cache-dir,3.3.2,library,NA,MIT
mongoose,8.18.1,Guillermo Rauch,MIT,loader-utils,2.0.4,library,Tobias Koppers @sokra,MIT
mongoose,8.18.1,Guillermo Rauch,MIT,make-dir,3.1.0,library,Sindre Sorhus,MIT
mongoose,8.18.1,Guillermo Rauch,MIT,schema-utils,2.7.1,library,webpack Contrib,MIT
mongoose,8.18.1,Guillermo Rauch,MIT,ajv-keywords,3.5.2,library,Evgeny Poberezkin,MIT
mongoose,8.18.1,Guillermo Rauch,MIT,ajv,6.12.6,library,Evgeny Poberezkin,MIT
mongoose,8.18.1,Guillermo Rauch,MIT,json-schema-traverse,0.4.1,library,Evgeny Poberezkin,MIT
mongoose,8.18.1,Guillermo Rauch,MIT,bhttp,1.2.8,library,Sven Slootweg,NA
mongoose,8.18.1,Guillermo Rauch,MIT,debug,2.6.9,library,TJ Holowaychuk,MIT
mongoose,8.18.1,Guillermo Rauch,MIT,extend,2.0.2,library,Stefan Thomas,MIT
mongoose,8.18.1,Guillermo Rauch,MIT,ms,2.0.0,library,NA,MIT
mongoose,8.18.1,Guillermo Rauch,MIT,calmcard,0.1.1,library,Leon Weidauer,MIT
mongoose,8.18.1,Guillermo Rauch,MIT,chalk,1.1.3,library,NA,MIT
mongoose,8.18.1,Guillermo Rauch,MIT,char-spinner,1.0.1,library,Isaac Z. Schlueter,ISC
mongoose,8.18.1,Guillermo Rauch,MIT,condense-whitespace,1.0.0,library,Sindre Sorhus,MIT
mongoose,8.18.1,Guillermo Rauch,MIT,default-user-agent,1.0.0,library,fengmk2,MIT
mongoose,8.18.1,Guillermo Rauch,MIT,errno,0.1.8,library,NA,MIT
mongoose,8.18.1,Guillermo Rauch,MIT,extend,3.0.2,library,Stefan Thomas,MIT
mongoose,8.18.1,Guillermo Rauch,MIT,http-equiv-refresh,1.0.0,library,Steven Vachon,MIT
mongoose,8.18.1,Guillermo Rauch,MIT,humanize-duration,3.33.0,library,Evan Hahn,Unlicense
mongoose,8.18.1,Guillermo Rauch,MIT,is-stream,1.1.0,library,Sindre Sorhus,MIT
